job_id,job_title,company,location,job_description,experience,education,salary,job_type,extracted_skills
JOB00066,Web Developer,Accenture,"Bengaluru, Karnataka","We are looking for a Web Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include React, JavaScript, HTML, Git. Candidates should have 3-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Sc,₹6-10 LPA,Internship,"['Java', 'JavaScript', 'HTML', 'React', 'Git']"
JOB00067,Web Developer,Accenture,"Hyderabad, Telangana","We are looking for a Web Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include HTML, CSS, Git, React, JavaScript. Candidates should have 2-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Any Graduate,₹5-8 LPA,Full-time,"['Java', 'JavaScript', 'HTML', 'CSS', 'React', 'Git']"
JOB00068,Python Developer,Mphasis,"Noida, Uttar Pradesh","We are looking for a Python Developer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include REST API, SQL, Django, Flask. Candidates should have 3-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MCA,₹6-10 LPA,Remote,"['Django', 'Flask', 'SQL', 'Python']"
JOB00069,Data Engineer,Zoho,"Bengaluru, Karnataka","We are looking for a Data Engineer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include SQL, Spark, ETL, Python, AWS. Candidates should have 3-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,B.Tech,₹5-8 LPA,Part-time,"['AWS', 'SQL', 'Python']"
JOB00070,Full Stack Developer,Mphasis,"Hyderabad, Telangana","We are looking for a Full Stack Developer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Node.js, React, CSS, HTML. Candidates should have 0-2 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,Bachelor's Degree,₹5-8 LPA,Internship,"['Node.js', 'HTML', 'CSS', 'React']"
JOB00071,Software Engineer,Deloitte,Remote,"We are looking for a Software Engineer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Python, C++, Git, Java, Data Structures. Candidates should have 8-12 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Any Graduate,₹3-5 LPA,Full-time,"['C++', 'Git', 'Java', 'Python']"
JOB00072,AI Engineer,Capgemini,"Kolkata, West Bengal","We are looking for a AI Engineer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include Python, Machine Learning, NLP. Candidates should have 0-2 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Sc,₹6-10 LPA,Part-time,"['Machine Learning', 'Python']"
JOB00073,SQL Developer,Accenture,"Chennai, Tamil Nadu","We are looking for a SQL Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include ETL, Database, MySQL, SQL. Candidates should have 5-8 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Sc,Not Disclosed,Internship,"['SQL', 'MySQL']"
JOB00074,Power BI Developer,Microsoft,"Ahmedabad, Gujarat","We are looking for a Power BI Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Data Modeling, Power BI, SQL. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,₹6-10 LPA,Full-time,"['Power BI', 'SQL']"
JOB00075,Data Engineer,TCS,"Pune, Maharashtra","We are looking for a Data Engineer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include AWS, ETL, Spark. Candidates should have 2-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Any Graduate,₹12-20 LPA,Contract,['AWS']
JOB00076,Business Analyst,Genpact,"Gurugram, Haryana","We are looking for a Business Analyst to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include SQL, Excel, Communication, Power BI, Data Analysis. Candidates should have 2-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Tech,₹6-10 LPA,Contract,"['Power BI', 'SQL', 'Excel']"
JOB00077,DevOps Engineer,Mphasis,"Bengaluru, Karnataka","We are looking for a DevOps Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include AWS, Docker, Kubernetes, Jenkins. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,₹12-20 LPA,Contract,"['AWS', 'Docker', 'Kubernetes']"
JOB00078,Power BI Developer,TCS,"Mumbai, Maharashtra","We are looking for a Power BI Developer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Excel, Power BI, Data Modeling, DAX. Candidates should have 3-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Tech,₹4-7 LPA,Remote,"['Excel', 'Power BI']"
JOB00079,Software Engineer,Adobe,Remote,"We are looking for a Software Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Data Structures, Python, C++, Java, Git. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,Not Disclosed,Full-time,"['C++', 'Git', 'Java', 'Python']"
JOB00080,AI Engineer,Oracle,"Hyderabad, Telangana","We are looking for a AI Engineer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Machine Learning, NLP, Deep Learning. Candidates should have 0-2 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,B.Tech,₹6-10 LPA,Internship,"['Machine Learning', 'Oracle']"
JOB00081,Product Analyst,IBM,"Noida, Uttar Pradesh","We are looking for a Product Analyst to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include A/B Testing, Excel, Analytics. Candidates should have 8-12 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Any Graduate,₹5-8 LPA,Internship,['Excel']
